t,SOC_HE,SOC_HP,SOC_HE_aged,SOC_HP_aged
4530,0.42345082789486355,0.665910659740051,0.30965703091065405,0.6643472022955519
4560,0.4223058962542722,0.665910659740051,0.30823870435869455,0.6643472022955519
4590,0.4211609646136808,0.665910659740051,0.30682037780673505,0.6643472022955519
4620,0.4200160329730894,0.665910659740051,0.30540205125477554,0.6643472022955519
4650,0.41772616969190673,0.665910659740051,0.30256539815085653,0.6643472022955519
4680,0.41600877223101973,0.665910659740051,0.3004379083229173,0.6643472022955519
4710,0.41457760768028057,0.665910659740051,0.2986650001329679,0.6643472022955519
4740,0.4131464431295414,0.665910659740051,0.29689209194301847,0.6643472022955519
4770,0.4114290456686544,0.665910659740051,0.2947646021150792,0.6643472022955519
4800,0.40999788111791524,0.665910659740051,0.2929916939251298,0.6643472022955519
4830,0.4085667165671761,0.665910659740051,0.2912187857351804,0.6643472022955519
4860,0.4071355520164369,0.665910659740051,0.289445877545231,0.6643472022955519
4890,0.40570438746569776,0.665910659740051,0.2876729693552816,0.6643472022955519
4920,0.4042732229149586,0.665910659740051,0.2859000611653322,0.6643472022955519
4950,0.40284205836421944,0.665910659740051,0.28412715297538277,0.6643472022955519
4980,0.4014108938134803,0.665910659740051,0.28235424478543336,0.6643472022955519
5010,0.3999797292627411,0.665910659740051,0.28058133659548395,0.6643472022955519
5040,0.3989492907862089,0.665910659740051,0.2793048426987204,0.6643472022955519
5070,0.39791885230967666,0.665910659740051,0.27802834880195687,0.6643472022955519
5100,0.39688841383314444,0.665910659740051,0.27675185490519333,0.6643472022955519
5130,0.3960297151027009,0.665910659740051,0.2756881099912237,0.6643472022955519
5160,0.3953427561183461,0.665910659740051,0.27483711406004796,0.6643472022955519
5190,0.39465579713399124,0.665910659740051,0.27398611812887225,0.6643472022955519
5220,0.3939688381496364,0.665910659740051,0.27313512219769653,0.6643472022955519
5250,0.39328187916528157,0.665910659740051,0.2722841262665208,0.6643472022955519
5280,0.39259492018092673,0.665910659740051,0.2714331303353451,0.6643472022955519
5310,0.3919079611965719,0.665910659740051,0.2705821344041694,0.6643472022955519
5340,0.39122100221221706,0.665910659740051,0.2697311384729937,0.6643472022955519
5370,0.3905340432278622,0.665910659740051,0.26888014254181797,0.6643472022955519
5400,0.3898470842435074,0.665910659740051,0.26802914661064225,0.6643472022955519
5430,0.38916012525915256,0.665910659740051,0.26717815067946654,0.6643472022955519
5460,0.3884731662747977,0.665910659740051,0.26632715474829083,0.6643472022955519
5490,0.3877862072904429,0.665910659740051,0.2654761588171151,0.6643472022955519
5520,0.38709924830608805,0.665910659740051,0.2646251628859394,0.6643472022955519
5550,0.3864122893217332,0.665910659740051,0.2637741669547637,0.6643472022955519
5580,0.3857253303373784,0.665910659740051,0.262923171023588,0.6643472022955519
5610,0.38503837135302355,0.665910659740051,0.26207217509241226,0.6643472022955519
5640,0.3843514123686687,0.665910659740051,0.26122117916123655,0.6643472022955519
5670,0.3826340149077817,0.665910659740051,0.2590936893332973,0.6643472022955519
5700,0.38063038453674686,0.665910659740051,0.25661161786736814,0.6643472022955519
5730,0.37690935670482495,0.665910659740051,0.2520020565734997,0.6643472022955519
5760,0.3717571643221639,0.665910659740051,0.24561958708968193,0.6643472022955519
5790,0.3652997498692287,0.6592834729381712,0.2376202253366303,0.65767575322812
5820,0.3588423354162935,0.6482025315651356,0.2296208635835787,0.646520803443328
5850,0.35238492096335833,0.6219788246501703,0.2216215018305271,0.6201219512195115
5880,0.34592750651042314,0.5886291104213557,0.2136221400774755,0.5865494978479189
5910,0.33947009205748796,0.5677499089917772,0.20562277832442388,0.5655308464849346
5940,0.3330126776045528,0.5620134731041285,0.19762341657137228,0.5597560975609748
5970,0.3265552631516176,0.5607307917876356,0.18962405481832068,0.558464849354375
6000,0.32083060494866084,0.5607307917876356,0.18253242205852313,0.558464849354375
6030,0.31739581002688677,0.5607307917876356,0.17827744240264462,0.558464849354375
6060,0.3159646454761476,0.5607307917876356,0.17650453421269524,0.558464849354375
6090,0.31453348092540845,0.5607307917876356,0.17473162602274586,0.558464849354375
6120,0.3131023163746693,0.5607307917876356,0.17295871783279648,0.558464849354375
6150,0.3116711518239301,0.5607307917876356,0.1711858096428471,0.558464849354375
6180,0.31023998727319096,0.5607307917876356,0.16941290145289772,0.558464849354375
6210,0.3088088227224518,0.5607307917876356,0.16763999326294834,0.558464849354375
6240,0.30737765817171264,0.5607307917876356,0.16586708507299897,0.558464849354375
6270,0.3059464936209735,0.5607307917876356,0.1640941768830496,0.558464849354375
6300,0.3045153290702343,0.5607307917876356,0.1623212686931002,0.558464849354375
6330,0.30108053414846025,0.5607307917876356,0.1580662890372217,0.558464849354375
6360,0.2959283417657992,0.5607307917876356,0.1516838195534039,0.558464849354375
6390,0.29335224557446865,0.5607307917876356,0.14849258481149502,0.558464849354375
6420,0.28689483112153347,0.5576666086426805,0.14049322305844342,0.5553802008608313
6450,0.2834600361997594,0.5576666086426805,0.1362382434025649,0.5553802008608313
6480,0.2811701729185767,0.5576666086426805,0.1334015902986459,0.5553802008608313
6510,0.27973900836783755,0.5576666086426805,0.13162868210869652,0.5553802008608313
6540,0.2787085698913053,0.5576666086426805,0.13035218821193295,0.5553802008608313
6570,0.2782505972350688,0.5576666086426805,0.12978485759114916,0.5553802008608313
6600,0.27779262457883225,0.5576666086426805,0.12921752697036537,0.5553802008608313
6630,0.2773346519225957,0.5576666086426805,0.12865019634958158,0.5553802008608313
6660,0.2766476929382409,0.5576666086426805,0.12779920041840587,0.5553802008608313
6690,0.2752165283875017,0.5576666086426805,0.1260262922284565,0.5553802008608313
6720,0.2734991309266147,0.5576666086426805,0.12389880240051723,0.5553802008608313
6750,0.2717817334657277,0.5576666086426805,0.12177131257257798,0.5553802008608313
6780,0.26920563727439717,0.5576666086426805,0.11858007783066908,0.5553802008608313
6810,0.2680607056338058,0.5576666086426805,0.11716175127870958,0.5553802008608313
6840,0.2663433081729188,0.5576666086426805,0.11503426145077032,0.5553802008608313
6870,0.2640534448917361,0.5576666086426805,0.1121976083468513,0.5553802008608313
6900,0.26319474616129257,0.5576666086426805,0.11113386343288167,0.5553802008608313
6930,0.26233604743084904,0.5576666086426805,0.11007011851891205,0.5553802008608313
6960,0.26176358161055335,0.5576666086426805,0.1093609552429323,0.5553802008608313
6990,0.2613056089543168,0.5576666086426805,0.10879362462214849,0.5553802008608313
7020,0.2608476362980803,0.5576666086426805,0.10822629400136469,0.5553802008608313
7050,0.26038966364184374,0.5576666086426805,0.10765896338058088,0.5553802008608313
7080,0.2599316909856072,0.5576666086426805,0.10709163275979708,0.5553802008608313
7110,0.25947371832937066,0.5576666086426805,0.10652430213901327,0.5553802008608313
7140,0.2590157456731341,0.5576666086426805,0.10595697151822947,0.5553802008608313
7170,0.2585577730168976,0.5576666086426805,0.10538964089744567,0.5553802008608313
7200,0.25809980036066105,0.5576666086426805,0.10482231027666186,0.5553802008608313
7230,0.2576418277044245,0.5576666086426805,0.10425497965587806,0.5553802008608313
7260,0.25718385504818797,0.5576666086426805,0.10368764903509425,0.5553802008608313
7290,0.25672588239195143,0.5576666086426805,0.10312031841431045,0.5553802008608313
7320,0.2562679097357149,0.5576666086426805,0.10255298779352665,0.5553802008608313
7350,0.25580993707947836,0.5576666086426805,0.10198565717274284,0.5553802008608313
7380,0.2553519644232418,0.5576666086426805,0.10141832655195904,0.5553802008608313
7410,0.2548939917670053,0.5576666086426805,0.10085099593117523,0.5553802008608313
7440,0.25443601911076874,0.5576666086426805,0.10028366531039143,0.5553802008608313
7470,0.2539780464545322,0.5576666086426805,0.09971633468960762,0.5553802008608313
